非,fei1,non-/not-/un-
飞,fei1,to fly
菲,fei1,rich/luxurious/phenanthrene (chemical)/Philippines
妃,fei1,imperial concubine
啡,fei1,coffee
绯,fei1,dark red/purple silk
扉,fei1,door with only one leaf
霏,fei1,fall of snow
肥,fei2,loose-fitting/fat/fertile
腓,fei2,calf of leg/decay/protect
淝,fei2,name of a river
匪,fei3,bandit
斐,fei3,(phonetic)/(surname)/elegant
诽,fei3,slander
翡,fei3,green jade/kingfisher
榧,fei3,Torreya nucifera
篚,fei3,round covered basket
悱,fei3,want but cannot speak
蜚,fei3/fei1,gad-fly
费,fei4,to cost/to spend/fee/wasteful/expenses/(surname)
废,fei4,abolish/crippled
肺,fei4,lung
沸,fei4,boil
吠,fei4,to bark
狒,fei4,hamadryad baboon
痱,fei4,prickly heat
芾,fei4/fu2,"small, luxuriance of vegetation"
砩,fei4/fu2,"dam up water with rocks, name of a stone"
怫,fei4/fu2,"anger, anxious"
纷,fen1,numerous/confused/disorderly
吩,fen1,leave instructions/to order
芬,fen1,fragrant
氛,fen1,miasma/vapor
酚,fen1,phenol
玢,fen1/bin1,porphyrites
分,fen1/fen4,"to divide/minute/(a measure word)/(a unit of length = 0.33 centimeter), part"
焚,fen2,burn
坟,fen2,a grave
汾,fen2,name of a river
棼,fen2,beams in roof/confused
鼢,fen2,(mole)
粉,fen3,dust/powder
份,fen4,"(a measure word for gifts, copies of a newspaper)/copy (of newspaper, magazine, etc.)/share/portion/part/(a measure word)"
奋,fen4,exert oneself
愤,fen4,indignant/anger/resentment
忿,fen4,vehement
粪,fen4,manure/dung
偾,fen4,instigate/ruin/destroy
瀵,fen4,name of a river/valley vapor
风,feng1,wind/news/style/custom/manner
封,feng1,to confer/to grant/to seal/(a measure word)
丰,feng1,"buxom/good-looking/appearance and carriage of a person, (surname)/abundant/plentiful/great"
峰,feng1,peak/summit
锋,feng1,point or edge of a tool
疯,feng1,insane/mad/wild
蜂,feng1,bee/wasp
枫,feng1,maple
烽,feng1,beacon fire
葑,feng1,turnip
酆,feng1,(surname)/name of an ancient city
沣,feng1,name of a river
逢,feng2,every time/meet by chance
缝,feng2/feng4,"to sew/to stitch, crack/seam"
唪,feng3,recite/chant
奉,feng4,to receive (from superior)/to offer/to revere
凤,feng4,phoenix
俸,feng4,salary
讽,feng4/feng3,satirize
佛,fo2/fu2,"Buddha/Buddhism, seemingly"
缶,fou3,pottery
否,fou3/pi3,"to negate/to deny/not, clogged/evil"
夫,fu1,"porter, husband/man"
肤,fu1,skin
敷,fu1,announce/apply
孵,fu1,hatch
趺,fu1,instep/tarsus
跗,fu1,instep/tarsus
麸,fu1,bran
服,fu2,clothes/dress/garment/submit/take (medicine)
福,fu2,good fortune
伏,fu2,conceal (ambush)/prostrate/submit
符,fu2,mark/sign/talisman/to seal/to correspond (to)/tally/symbol/written charm/to coincide
弗,fu2,not
浮,fu2,to float
扶,fu2,to support with hand/to help sb. up/to help
幅,fu2,(measure word for textile or picture)/width/roll
俘,fu2,prisoner of war
拂,fu2,brush away
芙,fu2,lotus
辐,fu2,spoke of a wheel
孚,fu2,trust
袱,fu2,bundle wrapped in cloth
苻,fu2,Angelica anomala
蝠,fu2,bat
蚨,fu2,(water-beetle)/money
菔,fu2,turnip
涪,fu2,name of a river
氟,fu2,fluorine
匐,fu2,fall prostrate
凫,fu2,mallard/Anas platyrhyncha
罘,fu2,place name
黻,fu2,(embroidery)
绂,fu2,ribbon for a seal/sash
郛,fu2,suburbs
茯,fu2,Pachyma cocos/china root
桴,fu2,beam/rafter
蜉,fu2,(dragon fly)/(large ant)/(wasp)
祓,fu2,cleanse/remove evil
绋,fu2,heavy rope/rope of a bier
艴,fu2,angry
缚,fu2/fu4,to bind/to tie
莩,fu2/piao3,"pellicle of culms, die of starvation"
府,fu3,prefecture/mansion
抚,fu3,to comfort/touch gently with hand
辅,fu3,to assist/to complement/auxiliary
甫,fu3,just/just now
腐,fu3,decay/rotten
俯,fu3,look down/stoop
斧,fu3,hatchet
腑,fu3,internal organs
釜,fu3,kettle/caldron
拊,fu3,pat
黼,fu3,(embroidery)
滏,fu3,name of a river in Hebei
呒,fu3/mu2,unclear/an expletive
脯,fu3/pu2,"candied fruit, chest (thorax)"
复,fu4,"again/recover/reply to a letter/to repeat/to duplicate, repeat, double, overlap"
父,fu4,father
副,fu4,secondary/auxiliary/deputy/assistant/vice-/(measure word for a pair)
妇,fu4,woman
负,fu4,lose/negative (math. etc.)/to bear/to carry (on one's back)
富,fu4,rich
付,fu4,pay
附,fu4,to add/to attach/to be close to/to be attached
赋,fu4,poetic essay/taxation/bestow on/endow with
赴,fu4,"go towards/go to/attend (a banquet, etc.)/to go"
傅,fu4,(surname)/tutor
腹,fu4,abdomen/stomach/belly
覆,fu4,to cover/to overflow/to reply to a letter/to overturn/to capsize
咐,fu4,to order
阜,fu4,abundant/mound
驸,fu4,prince consort
鲋,fu4,silver carp
讣,fu4,obituary notice
赙,fu4,contribute to funeral expenses
蝮,fu4,venomous snake
鳆,fu4,Haliotis gigantea/sea ear
噶,ga2,(phonetic)
钆,ga2,gadolinium
嘎,ga2/ga1,cackling sound
尕,ga3,(phonetic)
尬,ga4,in an embarrassing situation
该,gai1,that/the above-mentioned/most likely/to deserve/should/ought to/owe
垓,gai1,boundary
陔,gai1,step/terrace
赅,gai1,(surname)/include in/prepare
改,gai3,to change/to alter/to transform/to correct
概,gai4,general/approximate
丐,gai4,beg for alms/beggar
溉,gai4,irrigate
钙,gai4,calcium
戤,gai4,infringe upon a trade mark
盖,gai4/ge3,"lid/top/cover/canopy/to build, (surname)"
甘,gan1,(surname)/sweet
肝,gan1,liver
竿,gan1,pole
尴,gan1,embarrassed/ill at ease
柑,gan1,large tangerine
泔,gan1,slop from rinsing rice
疳,gan1,rickets
酐,gan1,anhydride
坩,gan1,crucible
杆,gan1/gan3,"pole, measure for guns, stick/pole"
干,gan1/gan4,"dry/to concern/shield, to work/to do/to manage, manage/stem"
乾,gan1/qian2,"dry, (surname)/male/strong/one of the Eight Trigrams"
感,gan3,to feel/to move/to touch/to affect
敢,gan3,dare
赶,gan3,to catch up/to overtake/to hurry/to rush/to drive away
橄,gan3,olive
秆,gan3,stalks of grain
澉,gan3,place name/wash
赣,gan4,Jiangxi
淦,gan4,name of a river
旰,gan4,sunset/evening
绀,gan4,violet or purple
刚,gang1,hard/firm/strong/just/barely/exactly
钢,gang1,steel
纲,gang1,head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program
冈,gang1,ridge/mound
缸,gang1,jar/vat
罡,gang1,(stars)
肛,gang1,anus
杠,gang1/gang4,"footbridge, carrying pole/horizontal bar"
扛,gang1/kang2,"lift overhead with both hands, carry on one's shoulder"
港,gang3,harbor/Hong Kong (abbr.)
岗,gang3,mound/policeman's beat
高,gao1,high/tall
皋,gao1,bank/marsh
膏,gao1,ointment/paste
糕,gao1,cake
睾,gao1,bank/marsh/testicles
羔,gao1,lamb
篙,gao1,pole for punting boats
槔,gao1,water pulley
搞,gao3,to do/to make/to go in for/to set up/to get hold of/to take care of
稿,gao3,manuscript/draft/stalk of grain
杲,gao3,high/sun shines brightly/to shine
槁,gao3,dry/rotten (as wood)
缟,gao3,plain white silk
镐,gao3/hao4,"a pick, bright/place name/stove"
告,gao4,to tell/to inform/to say
诰,gao4,enjoin/grant (a title)
郜,gao4,(surname)/name of a feudal state
锆,gao4,zirconium
哥,ge1,elder brother
割,ge1,cut off
戈,ge1,(surname)/spear
搁,ge1,to place
胳,ge1,armpit
鸽,ge1,pigeon/dove
疙,ge1,pimple/wart
圪,ge1,(phonetic)
歌,ge1/ge1ge,song
纥,ge1/he2,"knot, tassels"
咯,ge1/lo/luo4,"(phonetic), part. indicating obviousness, cough (blood)/to argue/debate"
格,ge2,frame/rule
革,ge2,leather/remove
阁,ge2,council-chamber/shelf
隔,ge2,to separate/to stand or lie between/to divide/to cut off
骼,ge2,skeleton
搿,ge2,to hug
嗝,ge2,hiccup/belch
镉,ge2,cadmium
鬲,ge2,(surname)/earthen pot/iron caldron
膈,ge2,diaphragm
塥,ge2,dry clay lump
葛,ge2/ge3,"coarse grass linen, (surname)"
蛤,ge2/ha2,"clam, frog/toad"
阖,ge2/he2,"council-chamber/shelf/side door, entire (family)"
舸,ge3,barge
哿,ge3,excellent/happy/well-being
合,ge3/he2,"one-tenth of a peck, Chinese musical note/fit/to join"
个,ge4,(a measure word)/individual
各,ge4,each/every
虼,ge4,flea
铬,ge4,chromium
给,gei3/ji3,"to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide"
根,gen1,radical (chem.)/root/basis
跟,gen1,to follow/to go with/heel/with/and
亘,gen4,extend across/through
艮,gen4,a sign in trigram
茛,gen4,ranunculus
庚,geng1,7th heavenly stem/age
耕,geng1,to plow/to till
羹,geng1,soup
赓,geng1,continue (as a song)
更,geng1/geng4,"to change, more/even more/further/still/still more"
梗,geng3,stem
耿,geng3,(surname)/bright
埂,geng3,channel for irrigation
哽,geng3,choking
鲠,geng3,blunt/fish bones/unyielding
绠,geng3,rope/well-rope
公,gong1,just/honorable (designation)/public/common
工,gong1,work/worker/skill/profession/trade/craft/labor
功,gong1,merit/achievement/result/service/accomplishment
攻,gong1,to attack/to accuse/to study
宫,gong1,palace
恭,gong1,respectful
弓,gong1,a bow (weapon)
躬,gong1,body/oneself/personally/to bow
龚,gong1,(surname)
觥,gong1,big/cup made of horn/horn wine container
肱,gong1,brachium/humerus
蚣,gong1,scolopendra centipede
供,gong1/gong4,"offer (information etc.)/supply, offer/sacrificial offering/trial statement/confession"
拱,gong3,fold hands in salute/to arch
巩,gong3,secure/solid
汞,gong3,mercury
珙,gong3,(gem)
共,gong4,all together/in while/to share/common/general/together
贡,gong4,tribute/gifts
沟,gou1,ditch/gutter
钩,gou1,entice/hook
缑,gou1,(surname)
篝,gou1,bamboo frame for drying clothes
枸,gou1/gou3/ju3,"Acgle sepiaria, Lycium chinense, Citrus medica"
勾,gou1/gou4,"to cancel/to delineate/hook, affair/to reach for (with hand)"
狗,gou3,dog
苟,gou3,(surname)/if indeed/thoughtless
笱,gou3,basket for trapping fish
岣,gou3,name of a hill in Hunan
构,gou4,Broussonetia papyrifera/to construct/to form/to make up/to compose
够,gou4,to reach/to be enough
购,gou4,to buy/to purchase
垢,gou4,dirt/disgrace
诟,gou4,sense of shame/to abuse
彀,gou4,enough
媾,gou4,to marry/to copulate
遘,gou4,meet unexpectedly
觏,gou4,complete/meet unexpectedly/see
姑,gu1,paternal aunt
孤,gu1,lone/lonely
辜,gu1,(surname)/crime/sin
咕,gu1,mutter
沽,gu1,buy/sell
菇,gu1,mushroom
箍,gu1,hoop/bind with hoops
鸪,gu1,partridge/Francolinus chinensis
蛄,gu1,mole-cricket
菰,gu1,Zizania latifolia/mushroom
酤,gu1,to deal in liquors
觚,gu1,goblet/rule/law
毂,gu1/gu3,"wheel, hub of wheel"
估,gu1/gu4,"estimate, old/second-hand (clothes)"
呱,gu1/gua1,crying sound of child
古,gu3,ancient/old
股,gu3,"share/portion/section/part/thigh/(a measure word, e.g. use with electric current)/whiff"
鼓,gu3,convex/drum/to rouse/to beat
骨,gu3,bone
蛊,gu3,insanity/poison
罟,gu3,implicate/net for birds or fish
瞽,gu3,blind
诂,gu3,comment/explain
汩,gu3,confused/extinguished
钴,gu3,cobalt
牯,gu3,bullock/cow
臌,gu3,dropsical/swollen
鹄,gu3/hu2,swan/white-haired
滑,gu3/hua2,"comical, comical/cunning/slippery/smooth"
贾,gu3/jia3,"merchant/to buy, (surname)"
嘏,gu3/jia3,"good fortune/longevity, far/grand"
谷,gu3/yu4,"grain/corn, valley, (surname)"
故,gu4,happening/instance/reason/cause/deceased/old
顾,gu4,look after/take into consideration/to attend to
固,gu4,hard/strong/solid/sure
雇,gu4,hire
锢,gu4,obstinate disease/restrain/to stop
梏,gu4,braces (med.)/fetters/manacles
崮,gu4,(element in mountain names)
痼,gu4,obstinate disease
牿,gu4,shed or pen for cattle
瓜,gua1,melon/claw/gourd/squash
刮,gua1,"to scrape/to blow, blow (of the wind)"
胍,gua1,guanidine
鸹,gua1,the crow
栝,gua1,Juniperus chinensis/measuring-frame
寡,gua3,few/widowed
剐,gua3,cut off the flesh as punishment
挂,gua4,"hang/suspend, to hang/to put up/to suspend"
卦,gua4,divinatory trigram
褂,gua4,coat
诖,gua4,deceive/disturb
乖,guai1,"(of a child) obedient, well-behaved/clever"
拐,guai3,kidnap/to turn
怪,guai4,queer/to blame
关,guan1,(surname)/mountain pass/to close/to shut/to turn off/to concern/to involve
官,guan1,official/government
棺,guan1,coffin
倌,guan1,a groom
鳏,guan1,widower
莞,guan1/guan3/wan3,"Skimmia japonica, (district), smile"
观,guan1/guan4,"to look at/to watch/to observe/to behold, Taoist monastery"
冠,guan1/guan4,"hat/crown/crest/cap, to head"
管,guan3,to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe
馆,guan3,house/establishment
贯,guan4,pierce/to string
惯,guan4,accustomed to/used to
灌,guan4,irrigate/pour
罐,guan4,can/jar/pot
盥,guan4,wash (especially hands)
鹳,guan4,crane/stork
掼,guan4,fling/smash
光,guang1,light/ray/bright
胱,guang1,bladder
桄,guang1/guang4,"Arenga saccharifera, rung of ladder"
广,guang3,wide/numerous/to spread
逛,guang4,to stroll/to visit
规,gui1,compass/rule
归,gui1,to go back/to return
龟,gui1,tortoise/turtle
瑰,gui1,(semi-precious stone)/extraordinary
闺,gui1,women's apartment
圭,gui1,jade tablet
妫,gui1,(surname)/name of a river
硅,gui1,silicon
皈,gui1,comply with/follow
傀,gui1/kui3,"grand/strange/exotic, puppet"
鬼,gui3,ghost/sly/crafty
癸,gui3,10th heavenly stem
轨,gui3,course/path/track/rail
诡,gui3,sly/crafty
晷,gui3,sundial
宄,gui3,traitor
匦,gui3,small box
庋,gui3,a cupboard or pantry to store
簋,gui3,round basket of bamboo
贵,gui4,expensive/noble/your (name)/precious
桂,gui4,Cinnamonum cassia
跪,gui4,kneel
桧,gui4,Juniperus chinensis
炅,gui4,(surname)
刽,gui4,"amputate, cut off"
刿,gui4,cut/injure
鳜,gui4,helicolenus
柜,gui4/ju3,"cupboard/cabinet/wardrobe, Salix multinervis"
滚,gun3,to boil/to roll
衮,gun3,imperial robe
绲,gun3,cord/embroidered sash/sew
鲧,gun3,father of great yeu
辊,gun3,revolve/stone roller
棍,gun4,stick
郭,guo1,(surname)/outer city wall
锅,guo1,pot/pan/boiler
崞,guo1,name of a mountain
蝈,guo1,cyrtophyllus sp.
埚,guo1,crucible
涡,guo1/wo1,"name of a river, eddy/whirlpool"
国,guo2,country/state/nation
虢,guo2,name of an ancient state
馘,guo2,cut off the left ear of the slain
帼,guo2,cap worn by women/feminine
掴,guo2,to slap
果,guo3,fruit/result
裹,guo3,wrap around
椁,guo3,outer coffin
蜾,guo3,Eumenes pomiformis
过,guo4,(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/(surname)/excessively/too-
铪,ha1,hafnium
哈,ha1/ha3,"laughter/yawn, a Pekinese/a pug"
嗨,hai1/hei1,oh alas
咳,hai1/ke2,"sound of sighing, cough"
孩,hai2,child
骸,hai2,bones of the body
还,hai2/huan2/huan4,"also/in addition/more/still/else/still/yet/(not) yet, (surname)/pay back/return"
海,hai3,ocean/sea
醢,hai3,minced meat/pickled meat
胲,hai3,hydroxylamine
害,hai4,to do harm to/to cause trouble to/harm/evil/calamity
亥,hai4,12th earthly branch/9-11 p.m.
骇,hai4,astonish/startle
氦,hai4,helium
酣,han1,intoxicated
憨,han1,silly/simple-minded
鼾,han1,snore
蚶,han1,small clam/arca inflata
顸,han1,dawdling
含,han2,to keep/to contain
韩,han2,South Korea/Korean/Japan-annexed Korea
寒,han2,cold/poor/to tremble
函,han2,envelope/case/letter
涵,han2,contain
邯,han2,name of a district in Hebei
邗,han2,name of an ancient river
喊,han3,call/cry/to shout
罕,han3,rare
汉,han4,Chinese/name of a dynasty
汗,han4,perspiration/sweat
翰,han4,pen
旱,han4,drought
憾,han4,regret
撼,han4,shake/to incite
悍,han4,violent
捍,han4,ward off (a blow)
瀚,han4,ocean/vastness
颔,han4,chin/nod assent
焊,han4,"welding, to solder/weld by heat"
菡,han4,lotus blossom
夯,hang1/ben4,drive piles
航,hang2,boat/ship/vessel/craft/to navigate/to sail
杭,hang2,(surname)/Hangzhou
颃,hang2,fly down
吭,hang2/keng1,throat
行,hang2/xing2/xing4,"a row/profession/professional, all right/capable/competent/OK/okay/to go/to do/to travel/temporary/to walk/to go/will do, behavior/conduct"
蒿,hao1,wormwood
薅,hao1,pull out (weed)
嚆,hao1,sound/noise
毫,hao2,hair/drawing brush/(in the) least/one thousandth
豪,hao2,grand/heroic
壕,hao2,air-raid shelter/trench
濠,hao2,trench
嚎,hao2,howl/bawl
嗥,hao2,howl/bawl/to bark/roar
号,hao2/hao4,"roar/cry, day of a month/(suffix used after) name of a ship/(ordinal) number"
貉,hao2/he2/mo4,"badger-like animal, badger-like animal, name of a wild tribe/silent"
郝,hao3,(surname)/ancient place name
好,hao3/hao4,"good/well, be fond of"
浩,hao4,grand/vast (water)
耗,hao4,mouse/new/to waste/to spend/to consume/to squander
皓,hao4,bright/d (19th)/white
昊,hao4,clear summer sky/vast
颢,hao4,bright/white
灏,hao4,vast (of water)
诃,he1,to blame/ridicule in loud voice
喝,he1/he4,"my goodness/to drink, shout applause"
何,he2,carry/what/how/why/which
河,he2,river
核,he2,nuclear/atomic/stone (of fruit)
盒,he2,small box/case
劾,he2,impeach
禾,he2,cereal/grain
曷,he2,why/how/when/what/where
涸,he2,to dry/to dry up
阂,he2,obstruct
颌,he2,maxilla and mandible
盍,he2,why not
翮,he2,quill
荷,he2/he4,"lotus, peppermint/to carry burden"
和,he2/he4/huo2/huo4,"and/together with/with/peace/harmony/union, cap (a poem)/respond in singing, soft/warm, mix together/to blend"
贺,he4,congratulate
赫,he4,(surname)/awe-inspiring
鹤,he4,crane
壑,he4,gully
黑,hei1,black/dark
嘿,hei1,hey
痕,hen2,scar/traces
很,hen3,very/extremely
狠,hen3,fierce/very
恨,hen4,to hate
亨,heng1,prosperous
哼,heng1/hng,"hum, (interj. of contempt)"
衡,heng2,to weigh/weight/measure
恒,heng2,permanent
珩,heng2,top gem of pendant from girdle
蘅,heng2,Asarum blumei
桁,heng2,pole plate/purlin/ridge-pole
横,heng2/heng4,"horizontal/across/(horizontal character stroke), unruly"
轰,hong1,explosion/bang/boom/rumble/strike (by thunder or a bomb)
薨,hong1,death of a prince/swarming
烘,hong1,bake/heat by fire
訇,hong1,(surname)/sound of a crash
哄,hong1/hong3/hong4,"resound with laughter, deceive/coax, have a hilarious time/riot"
红,hong2,bonus/popular/red/revolutionary
洪,hong2,flood
鸿,hong2,eastern bean goose/great/large
弘,hong2,great/liberal
宏,hong2,spacious
闳,hong2,(surname)/big/gate
泓,hong2,clear/vast and deep
荭,hong2,herb
虹,hong2/jiang4,"rainbow, rainbow"
蕻,hong4/hong2,budding/flourishing
侯,hou2,marquis
喉,hou2,throat/larynx
猴,hou2,monkey
篌,hou2,(mus. instr.)
瘊,hou2,wart
吼,hou3,roar (of a lion)
后,hou4,"empress/queen/surname, back/behind/rear/afterwards/after/later"
候,hou4,wait
厚,hou4,generous/thick (for flat things)
逅,hou4,meet unexpectedly
鲎,hou4,king crab
堠,hou4,mounds for beacons
乎,hu1,(interrog. part.)
忽,hu1,suddenly
呼,hu1,to call/to cry/to shout/to breath out/to exhale
惚,hu1,indistinct
滹,hu1,(surname)/name of a river
胡,hu2,"(surname)/beard/what why how, beard/mustache"
湖,hu2,lake
狐,hu2,fox
壶,hu2,pot/(a measure word)
弧,hu2,arc
斛,hu2,5 pecks (M)
瑚,hu2,coral
葫,hu2,Allium scorodoprasum/bottle gourd
蝴,hu2,butterfly
鹕,hu2,pelican
槲,hu2,oak/Quercus dentata
觳,hu2,(measure)/frightened
猢,hu2,(monkey)
囫,hu2,whole/in one lump
醐,hu2,purest cream
鹘,hu2/gu3,falcon/migratory bird
糊,hu2/hu4,"muddled/paste/scorched, paste/cream"
虎,hu3,tiger
唬,hu3,intimidate/tiger's roar/to fool
浒,hu3,bank of a river
琥,hu3,amber
护,hu4,protect
户,hu4,a household/door/family
互,hu4,mutual
沪,hu4,Shanghai
扈,hu4,retinue
笏,hu4,tablet held at an audience
祜,hu4,celestial blessing
瓠,hu4,gourd
怙,hu4,presume
岵,hu4,wooded hill
戽,hu4,water bucket for irrigation
冱,hu4,congealed/frozen
花,hua1,"flower/blossom/to spend (money, time)/fancy pattern"
哗,hua1/hua2,"crashing sound, cat-calling sound/clamor/noise, clamor/noise"
猾,hua2,sly
骅,hua2,chestnut horse
铧,hua2,ploughshare/spade
华,hua2/hua4,"(abbreviation for) China/(surname) Hua/magnificent/splendid/flowery, (surname)/name of a mountain"
划,hua2/hua4,"to row, to delimit/to transfer/to assign/to differentiate/to mark off/to draw (a line)/to delete/stroke of a Chinese character"
豁,hua2/huo1/huo4,"play Chinese finger game, opening/stake all/sacrifice/crack/slit, clear/open/exempt (from)/liberal-minded"
话,hua4,dialect/language/spoken words/speech/talk/words/conversation/what someone said
化,hua4,to make into/to change into/-ization/to ... -ize/to transform
画,hua4,draw/picture/painting
桦,hua4,Betula japonica
怀,huai2,to think of/to cherish/mind/heart/bosom
淮,huai2,name of a river
槐,huai2,Sophora japonica
徊,huai2,irresolute/move back and forth
踝,huai2,ankle (bone)
坏,huai4,"bad/spoiled, bad"
欢,huan1,joyous/happy/pleased
獾,huan1,badger
环,huan2,bracelet/ring (not for finger)/to surround/to loop/loop
桓,huan2,(surname)/Sapindus mukurosi
洹,huan2,name of a river
鬟,huan2,a knot of hair on top of head
寰,huan2,large domain
萑,huan2,(reeds)
锾,huan2,(ancient measure)/money
缳,huan2,bind/tie/noose
圜,huan2/yuan2,"circle/encircle, circle/round"
缓,huan3,slow/sluggish/gradual/to postpone
换,huan4,change/exchange
患,huan4,misfortune/suffer (from illness)/trouble/danger/worry/to contract (a disease)
唤,huan4,to call
幻,huan4,fantasy
宦,huan4,an official
焕,huan4,brilliant/lustrous
豢,huan4,feed pigs and dogs/to rear
痪,huan4,illness/numbness of the limbs
浣,huan4,to wash/to rinse/10 day period in the month (during Tang dynasty)
涣,huan4,disperse expansive (of river)
奂,huan4,(surname)/excellent
逭,huan4,escape from
擐,huan4,pass through/to get into (armor)
漶,huan4,indecipherable
荒,huang1,out of practice/uncultivated
慌,huang1,nervous
肓,huang1,region between heart and diaphragm
黄,huang2,(surname)/sulfur/yellow
皇,huang2,(surname)/emperor
惶,huang2,frightened
煌,huang2,brilliant
蝗,huang2,locust
凰,huang2,phoenix
簧,huang2,metallic reed/spring of lock
磺,huang2,sulfur
湟,huang2,name of a river
隍,huang2,dry moat/god of city
璜,huang2,semi-circular jade ornament
潢,huang2,dye paper/lake/pond/mount scroll
遑,huang2,leisure
徨,huang2,irresolute
篁,huang2,(bamboo)/bamboo grove
鳇,huang2,sturgeon
蟥,huang2,horse-leech
谎,huang3,lies/to lie
恍,huang3,disappointed/flurried/indistinct
幌,huang3,advertising sign
晃,huang3/huang4,"dazzle, sway/to shade"
挥,hui1,scatter/wield/wipe away
灰,hui1,gray/ash
恢,hui1,to restore/to recover/great
辉,hui1,bright/glorious
徽,hui1,insignia
晖,hui1,bright/radiant
麾,hui1,signal flag/to signal
诙,hui1,whimsical/humorous
隳,hui1,destroy/overthrow
虺,hui1/hui3,"sick/with no ambition, poisonous snakes"
回,hui2,(a measure word for matters or actions) a time/to circle/to go back/to turn around/to answer/to return/to revolve/Islam
蛔,hui2,roundworm/Ascaris lumbricoides
洄,hui2,eddy/whirlpool
茴,hui2,fennel
毁,hui3,"to destroy/to damage/to ruin, blaze/destroy by fire, defame/to slander"
悔,hui3,regret
惠,hui4,favor/kind act (from above)
汇,hui4,"remit/to converge (of rivers)/to exchange, class/collection"
慧,hui4,intelligent
绘,hui4,to draw/to paint
讳,hui4,avoid mentioning/to taboo
贿,hui4,bribe/bribery
晦,hui4,dark/night/unlucky
恚,hui4,rage
秽,hui4,dirt/filth
诲,hui4,admonish/instruct
蕙,hui4,Coumarouna odorata
彗,hui4,comet
卉,hui4,plants
喙,hui4,beak/to pant
蟪,hui4,(cicada)/Platypleura kaempferi
荟,hui4,flourish
缋,hui4,multi-color/to draw
烩,hui4,cooked in soy and vinegar
会,hui4/kuai4,"can/be possible/be able to/to assemble/to meet/to gather/to see/union/group/association, to balance an account/accounting"
婚,hun1,to marry/marriage/wedding/to take a wife
昏,hun1,muddle-headed/twilight/to faint/to lose consciousness
荤,hun1,meat dish
阍,hun1,door-keeper
魂,hun2,soul
浑,hun2,muddy
馄,hun2,Chinese ravioli
珲,hun2/hui1,(fine jade)
混,hun2/hun4,"confused/dirty/mix, to mix/to get along/thoughtless"
诨,hun4,jest/nickname
溷,hun4,disordered/privy
活,huo2,to live/alive/living/work/workmanship
火,huo3,fire
伙,huo3,assistant/furniture/partner
夥,huo3,assistant/partner/many/great/numerous
钬,huo3,holmium
或,huo4,maybe/perhaps/might/possibly/or
获,huo4,"to catch/to obtain/to capture, reap/harvest"
货,huo4,goods/money/commodity
祸,huo4,disaster
惑,huo4,confuse
霍,huo4,(surname)/cholera
蠖,huo4,looper caterpillar
藿,huo4,Lophanthus rugosus/beans
镬,huo4,boiler or caldron
机,ji1,machine/opportunity/secret
基,ji1,base/foundation/basic/radical (chem.)
击,ji1,to hit/to strike/to break
积,ji1,to amass/to accumulate/to store/old/long-standing
激,ji1,to arouse/to incite/to excite/to stimulate/sharp/fierce/violent
鸡,ji1,fowl/chicken
饥,ji1,hungry
肌,ji1,flesh/muscle
姬,ji1,(surname)/women
玑,ji1,irregular pearl
讥,ji1,ridicule
畿,ji1,territory around the capital
羁,ji1,halter/restrain
矶,ji1,breakwater/jetty
箕,ji1,winnow basket
跻,ji1,go up
叽,ji1,grumble
畸,ji1,fractional remains/odd
唧,ji1,(onomat.)/to pump (water)
乩,ji1,to divine
笄,ji1,15 years old/hairpin for bun
嵇,ji1,(surname)/name of a mountain
齑,ji1,fragment/spices
屐,ji1,clogs
犄,ji1,ox-horns/wing of an army
剞,ji1,curved wood graver
几,ji1/ji3,"small table, almost, a few/how many, how much/how many/several/a few"
迹,ji1/ji4,"footprint/mark/trace/vestige/sign/indication, footprint/trace"
绩,ji1/ji4,merit/accomplishment
奇,ji1/qi2,"odd (Num), strange/odd/weird/wonderful"
稽,ji1/qi3,"inspect/check, bow to the ground"
及,ji2,to reach/and
即,ji2,namely/right away/to approach/to draw near
极,ji2,"extremely/pole (geography, physics)/utmost/top"
集,ji2,to gather/to collect/collected works
级,ji2,level/grade/rank/step
急,ji2,hurried/worried
吉,ji2,lucky
疾,ji2,sickness/disease/hate/envy
籍,ji2,(surname)/record/register/native place
辑,ji2,gather up/collect/edit/compile
汲,ji2,draw water from well
嫉,ji2,jealousy/be jealous of
棘,ji2,thorns
笈,ji2,trunks (for books)
瘠,ji2,barren/lean
楫,ji2,oar/to row
岌,ji2,lofty peak/perilous
戢,ji2,collect oneself/put away
佶,ji2,difficult to pronounce
殛,ji2,put to death
蒺,ji2,Tribulus terrestris
蕺,ji2,Houttuynia cordata
芨,ji2/ji1,Bletilla hyacinthina (mucilaginous)/Acronym for the Chinese Elder tree ?草
藉,ji2/jie4,"in disorder, by means of"
亟,ji2/qi4,"urgent, repeatedly/frequently"
己,ji3,6th heavenly stem/self
挤,ji3,crowded/to squeeze
脊,ji3,spine/back/ridge
戟,ji3,a lance with two points
虮,ji3,nymph of louse
掎,ji3,drag
麂,ji3,Moschus chinensis
计,ji4,to calculate/to compute/to count/reckon/ruse/to plan
